"","id_acidente","codloga","logradouroA","codlogb","logradouroB","alt_num","referencia","data","cod_acid","tipo_acidente","dp","numero_BO","sentido","pista","automovel","moto","onibus","caminhao","bicicleta","moto_taxi","onibus_fretado","onibus_urbano","microonibus","van","vuc","caminhonete","carreta","jipe","outros","sem_informacao","carroca","princ_a","paiA","princ_b","paiB","cod_distrito","distrito","vit_ferida","vit_morta","local","lat","lon"
"2370","D021300013",33667,"LESTE-OESTE, LIG",NA,"",1,"","11/02/2013 23:47",2,"CH",1,1077," "," ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33667,"LESTE-OESTE, LIG",NA,"",2,"ALTO DE PINHEIR",3,0,"LESTE-OESTE, LIG 1 SAO PAULO SP",-23.5505199,-46.6333094
"2371","D021301002",11321,"JULIO BUONO, AV",NA,"",3150,"","11/02/2013 23:59",2,"CO",73,1475," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11321,"JULIO BUONO, AV",NA,"",94,"VILA MEDEIROS",1,0,"JULIO BUONO, AV 3150 SAO PAULO SP",-23.4765423,-46.5815093
"2372","D021301295",16026,"PEIXOTO DE MELO FILHO, RUA",NA,"",323,"","12/02/2013 00:40",2,"CO",80,1630," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16026,"PEIXOTO DE MELO FILHO, RUA",NA,"",29,"FREGUESIA DO O",2,0,"PEIXOTO DE MELO FILHO, RUA 323 SAO PAULO SP",-23.6827456,-46.6636812
"2373","D021300483",6471,"SAO VICENTE, AV MARQ DE",NA,"",1697,"","12/02/2013 02:00",2,"QM",23,1020," "," ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6471,"SAO VICENTE, AV MARQ DE",NA,"",6,"BARRA FUNDA",2,0,"SAO VICENTE, AV MARQ DE 1697 SAO PAULO SP",-23.5188912,-46.6769868
"2374","D021301388",2850,"BARONESA, ES DA",NA,"",526,"","12/02/2013 03:40",2,"CF",100,779," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2850,"BARONESA, ES DA",NA,"",42,"JARDIM ANGELA",2,0,"BARONESA, ES DA 526 SAO PAULO SP",-23.5505199,-46.6333094
"2375","D021301605",10152,"JOAO BATISTA CONTI, AV PROF",NA,"",1782,"","12/02/2013 04:00",4,"AT",103,583," "," ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10152,"JOAO BATISTA CONTI, AV PROF",NA,"",46,"JOSE BONIFACIO",2,0,"JOAO BATISTA CONTI, AV PROF 1782 SAO PAULO SP",-23.5518176,-46.445649
"2376","D021300573",34682,"CAMPO LIMPO, ES DO",NA,"",3600,"","12/02/2013 04:40",2,"SI",37,1192," "," ",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34682,"CAMPO LIMPO, ES DO",NA,"",17,"CAMPO LIMPO",1,0,"CAMPO LIMPO, ES DO 3600 SAO PAULO SP",-23.2019463,-46.785846
"2377","D021300530",7500,"FRANCISCO MORATO, AV PROF",NA,"",2971,"","12/02/2013 05:00",2,"CO",34,874," "," ",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7500,"FRANCISCO MORATO, AV PROF",NA,"",12,"BUTANTA",2,0,"FRANCISCO MORATO, AV PROF 2971 SAO PAULO SP",-23.5880101,-46.7269122
"2378","D021301606",1270,"SANTANA DO RIO PRETO, RUA",NA,"",220,"","12/02/2013 05:10",2,"CO",103,584," "," ",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270,"SANTANA DO RIO PRETO, RUA",NA,"",31,"GUAIANASES",1,0,"SANTANA DO RIO PRETO, RUA 220 SAO PAULO SP",-23.5595452,-46.4235604
"2379","D021300626",19455,"VALENTIM GENTIL, AV",NA,"",1023,"","12/02/2013 05:42",2,"CH",51,703," "," ",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19455,"VALENTIM GENTIL, AV",NA,"",13,"CACHOEIRINHA",1,0,"VALENTIM GENTIL, AV 1023 SAO PAULO SP",-23.5668234,-46.7074436
"2381","D021301014",6361,"ELISIO TEIXEIRA LEITE, AV",NA,"",7462,"","12/02/2013 06:30",2,"QM",74,596," "," ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6361,"ELISIO TEIXEIRA LEITE, AV",NA,"",29,"FREGUESIA DO O",1,0,"ELISIO TEIXEIRA LEITE, AV 7462 SAO PAULO SP",-23.4374115,-46.7173811
"2382","D021301812",6361,"ELISIO TEIXEIRA LEITE, AV",NA,"",7452,"","12/02/2013 06:30",2,"QM",72,1352," "," ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6361,"ELISIO TEIXEIRA LEITE, AV",NA,"",29,"FREGUESIA DO O",0,1,"ELISIO TEIXEIRA LEITE, AV 7452 SAO PAULO SP",-23.4405235,-46.7167553
"2383","D021301653",78271,"MANUEL VELOSO DA COSTA, RUA",NA,"",355,"","12/02/2013 07:00",2,"CO",49,2032," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78271,"MANUEL VELOSO DA COSTA, RUA",NA,"",32,"IGUATEMI",1,0,"MANUEL VELOSO DA COSTA, RUA 355 SAO PAULO SP",-23.6116255,-46.4543324
"2384","D021301364",6238,"NACOES UNIDAS, AV DAS",NA,"",23422,"","12/02/2013 07:20",2,"CO",99,608," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13014,"MARGINAL DO RIO PINHEIROS, AV",NA,"",90,"VILA LEOPOLDINA",1,0,"NACOES UNIDAS, AV DAS 23422 SAO PAULO SP",-23.679211,-46.6958791
"2385","D021300978",3771,"INAJAR DE SOUZA, AV",NA,"",6800,"","12/02/2013 07:40",4,"AT",72,1293," "," ",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3771,"INAJAR DE SOUZA, AV",NA,"",50,"LIMAO",1,0,"INAJAR DE SOUZA, AV 6800 SAO PAULO SP",-23.4514021,-46.6746898
"2387","D021301383",38530,"ALBERGATI CAPACELLI, RUA",NA,"",1,"","12/02/2013 08:20",2,"CO",100,356," "," ",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38530,"ALBERGATI CAPACELLI, RUA",NA,"",42,"JARDIM ANGELA",1,0,"ALBERGATI CAPACELLI, RUA 1 SAO PAULO SP",-23.7440021,-46.7808532
"2388","D021301289",8435,"IOLE MARIA CARMONA, RUA PROFA",NA,"",444,"","12/02/2013 08:20",2,"CH",80,523," "," ",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8435,"IOLE MARIA CARMONA, RUA PROFA",NA,"",29,"FREGUESIA DO O",1,0,"IOLE MARIA CARMONA, RUA PROFA 444 SAO PAULO SP",-23.683568,-46.6606966
"2390","D021301732",16469,"PONCHE VERDE, RUA",NA,"",114,"","12/02/2013 11:30",2,"CH",66,453," "," ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16469,"PONCHE VERDE, RUA",NA,"",38,"JACANA",2,0,"PONCHE VERDE, RUA 114 SAO PAULO SP",-23.557766,-46.489995
"2392","D021301522",2429,"ASSIS RIBEIRO, RUA DR",NA,"",9000,"","12/02/2013 12:00",2,"CO",62,730," "," ",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2429,"ASSIS RIBEIRO, RUA DR",NA,"",28,"ERMELINO MATARA",1,0,"ASSIS RIBEIRO, RUA DR 9000 SAO PAULO SP",-23.4828843,-46.4712572
"2393","D021301192",16971,"RENATA, AV",NA,"",349,"","12/02/2013 12:52",4,"AT",58,352,"B"," ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16971,"RENATA, AV",NA,"",46,"JOSE BONIFACIO",1,0,"RENATA, AV 349 SAO PAULO SP",-23.5733413,-46.5410274
"2394","D021301822",16971,"RENATA, AV",NA,"",439,"","12/02/2013 12:52",4,"AT",53,1000,"B"," ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16971,"RENATA, AV",NA,"",46,"JOSE BONIFACIO",0,1,"RENATA, AV 439 SAO PAULO SP",-23.574191,-46.5412559
"2395","D021301367",6238,"NACOES UNIDAS, AV DAS",NA,"",22000,"","12/02/2013 14:00",2,"CO",99,713," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13014,"MARGINAL DO RIO PINHEIROS, AV",NA,"",90,"VILA LEOPOLDINA",1,0,"NACOES UNIDAS, AV DAS 22000 SAO PAULO SP",-23.6791495,-46.6960563
"2396","D021300079",21822,"QUATORZE DE JULHO, RUA",NA,"",26,"","12/02/2013 14:00",2,"CO",5,789," "," ",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21822,"QUATORZE DE JULHO, RUA",NA,"",17,"CAMPO LIMPO",2,0,"QUATORZE DE JULHO, RUA 26 SAO PAULO SP",-23.5543421,-46.6433964
"2397","D021301251",98831,"HENRIQUE ROSCHEL CHRISTI, RUA",NA,"",64,"","12/02/2013 14:10",2,"CO",25,900082," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98831,"HENRIQUE ROSCHEL CHRISTI, RUA",NA,"",56,"PARELHEIROS",2,0,"HENRIQUE ROSCHEL CHRISTI, RUA 64 SAO PAULO SP",-23.8129595,-46.674401
"2398","D021301115",6305,"ELEONORA CINTRA, RUA",4155,"CANUTO ABREU, RUA",0,"","12/02/2013 14:50",4,"AT",30,825," "," ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4155,"CANUTO ABREU, RUA",6305,"ELEONORA CINTRA, RUA",87,"VILA FORMOSA",1,0,"ELEONORA CINTRA, RUA SAO PAULO SP &  CANUTO ABREU, RUA SAO PAULO SP",-23.5570165,-46.5594888
"2399","D021300692",7180,"FLAVIO AMERICO MAURANO, RUA DR",NA,"",662,"","12/02/2013 15:10",2,"CT",89,1137," "," ",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7180,"FLAVIO AMERICO MAURANO, RUA DR",NA,"",55,"MORUMBI",1,0,"FLAVIO AMERICO MAURANO, RUA DR 662 SAO PAULO SP",-23.611336,-46.7198523
"2400","D021301562",16778,"QUIXERAMOBIM, RUA",NA,"",316,"","12/02/2013 15:30",2,"CO",64,1224," "," ",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16778,"QUIXERAMOBIM, RUA",NA,"",49,"LIBERDADE",3,0,"QUIXERAMOBIM, RUA 316 SAO PAULO SP",-23.529223,-46.4845111
"2401","D021301516",9293,"CORDAO DE SAO FRANCISCO, RUA",NA,"",1431,"","12/02/2013 15:30",2,"CF",59,1832," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9293,"CORDAO DE SAO FRANCISCO, RUA",NA,"",43,"JARDIM HELENA",2,0,"CORDAO DE SAO FRANCISCO, RUA 1431 SAO PAULO SP",-23.49255,-46.3957392
"2402","D021301396",17195,"RIVIERA, ES DA",NA,"",1,"","12/02/2013 15:39",2,"QM",100,1808," "," ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17195,"RIVIERA, ES DA",NA,"",32,"IGUATEMI",2,0,"RIVIERA, ES DA 1 SAO PAULO SP",-23.5505199,-46.6333094
"2404","D021300936",18444,"SOTOMANO, RUA TTE",NA,"",888,"","12/02/2013 16:10",2,"QM",39,587," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18444,"SOTOMANO, RUA TTE",NA,"",22,"CIDADE ADEMAR",1,0,"SOTOMANO, RUA TTE 888 SAO PAULO SP",-23.5505199,-46.6333094
"2405","D021301531",21253,"AGUIA DE HAIA, AV",16490,"PONTE RASA, RUA",0,"","12/02/2013 16:35",2,"CO",62,1225," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16490,"PONTE RASA, RUA",21253,"AGUIA DE HAIA, AV",65,"PONTE RASA",1,0,"AGUIA DE HAIA, AV SAO PAULO SP &  PONTE RASA, RUA SAO PAULO SP",-23.5069379,-46.4780241
"2406","D021300862",18151,"SEZEFREDO FAGUNDES, AV CEL",NA,"",3000,"","12/02/2013 16:40",2,"CO",20,1319," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18151,"SEZEFREDO FAGUNDES, AV CEL",NA,"",22,"CIDADE ADEMAR",2,0,"SEZEFREDO FAGUNDES, AV CEL 3000 SAO PAULO SP",-23.4318789,-46.5942184
"2407","D021300914",9170,"INES, AV STA",NA,"",881,"","12/02/2013 17:00",2,"CO",38,751," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9170,"INES, AV STA",NA,"",51,"MANDAQUI",1,0,"INES, AV STA 881 SAO PAULO SP",-23.4718428,-46.6300803
"2408","D021301113",27094,"SALIM FARAH MALUF, AV",NA,"",1500,"","12/02/2013 17:15",2,"QM",30,794," "," ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27094,"SALIM FARAH MALUF, AV",NA,"",82,"TATUAPE",1,0,"SALIM FARAH MALUF, AV 1500 SAO PAULO SP",-23.5323231,-46.5835292
"2409","D021301406",2888,"BARRO BRANCO, ES DO",NA,"",2060,"","12/02/2013 17:20",2,"CF",101,1187," "," ",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2888,"BARRO BRANCO, ES DO",NA,"",30,"GRAJAU",1,0,"BARRO BRANCO, ES DO 2060 SAO PAULO SP",-23.5505199,-46.6333094
"2410","D021300913",13374,"MARIANA CALIGIORI RONCHETTI, AV",NA,"",716,"","12/02/2013 17:30",2,"CO",38,746," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13374,"MARIANA CALIGIORI RONCHETTI, AV",NA,"",13,"CACHOEIRINHA",1,0,"MARIANA CALIGIORI RONCHETTI, AV 716 SAO PAULO SP",-23.4596604,-46.6564072
"2411","D021301046",7703,"GABRIELA MISTRAL, AV",NA,"",1348,"","12/02/2013 17:38",2,"CO",10,1695," "," ",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7703,"GABRIELA MISTRAL, AV",NA,"",60,"PENHA",2,0,"GABRIELA MISTRAL, AV 1348 SAO PAULO SP",-23.5090854,-46.5507866
"2412","D021301440",2218,"ARLINDO COLACO, RUA",NA,"",383,"","12/02/2013 18:05",4,"AT",22,1093," "," ",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2218,"ARLINDO COLACO, RUA",NA,"",76,"SAO MIGUEL",1,0,"ARLINDO COLACO, RUA 383 SAO PAULO SP",-23.4921316,-46.4405393
"2413","D021300860",14767,"NOVA CANTAREIRA, AV",66321,"BENTO ARAUJO, RUA",0,"","12/02/2013 18:15",2,"CO",20,1186," "," ",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14767,"NOVA CANTAREIRA, AV",66321,"BENTO ARAUJO, RUA",84,"TUCURUVI",1,0,"NOVA CANTAREIRA, AV SAO PAULO SP &  BENTO ARAUJO, RUA SAO PAULO SP",-23.4664409,-46.6160571
"2414","D021301047",4128,"CANGAIBA, AV",NA,"",2048,"","12/02/2013 18:23",2,"CH",10,1704," "," ",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4128,"CANGAIBA, AV",NA,"",18,"CANGAIBA",1,0,"CANGAIBA, AV 2048 SAO PAULO SP",-23.5081468,-46.5353907
"2416","D021301347",61009,"BENTO JOSE DE MORAES, RUA",6262,"EDUARDO PEREIRA RAMOS, AV",0,"","12/02/2013 18:51",2,"QM",98,1658," "," ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6262,"EDUARDO PEREIRA RAMOS, AV",61009,"BENTO JOSE DE MORAES, RUA",22,"CIDADE ADEMAR",1,0,"BENTO JOSE DE MORAES, RUA SAO PAULO SP &  EDUARDO PEREIRA RAMOS, AV SAO PAULO SP",-23.6884648,-46.6635926
"2417","D021300693",8000,"GIOVANNI GRONCHI, AV",NA,"",4559,"","12/02/2013 19:00",2,"CH",89,1143," "," ",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8000,"GIOVANNI GRONCHI, AV",NA,"",55,"MORUMBI",1,0,"GIOVANNI GRONCHI, AV 4559 SAO PAULO SP",-23.6203407,-46.733198
"2418","D021300694",919,"ALVES DOS SANTOS, RUA",NA,"",66,"","12/02/2013 19:07",2,"CO",89,1144," "," ",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919,"ALVES DOS SANTOS, RUA",NA,"",96,"VILA SONIA",2,0,"ALVES DOS SANTOS, RUA 66 SAO PAULO SP",-23.4854492,-46.378039
"2419","D021300141",541,"ALCANTARA, RUA",NA,"",2180,"","12/02/2013 19:10",4,"AT",8,1338," "," ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,"ALCANTARA, RUA",NA,"",88,"VILA GUILHERME",1,0,"ALCANTARA, RUA 2180 SAO PAULO SP",-23.5489927,-46.6039012
"2420","D021300357",18173,"SILVA CASTRO, RUA CEL",NA,"",133,"","12/02/2013 19:20",2,"CO",95,1226," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18173,"SILVA CASTRO, RUA CEL",NA,"",18,"CANGAIBA",2,0,"SILVA CASTRO, RUA CEL 133 SAO PAULO SP",-23.6041299,-46.5970052
"2421","D021300315",15378,"CIDADE DE BAGDA, RUA",NA,"",751,"","12/02/2013 19:30",2,"CL",35,1923," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15378,"CIDADE DE BAGDA, RUA",NA,"",42,"JARDIM ANGELA",2,0,"CIDADE DE BAGDA, RUA 751 SAO PAULO SP",-23.6579045,-46.6550767
"2422","D021300114",120,"ACLIMACAO, AV DA",17873,"SATURNO, RUA",0,"","12/02/2013 19:40",2,"CO",6,1094," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,"ACLIMACAO, AV DA",17873,"SATURNO, RUA",49,"LIBERDADE",1,0,"ACLIMACAO, AV DA SAO PAULO SP &  SATURNO, RUA SAO PAULO SP",-23.569976,-46.6326207
"2423","D021301535",16490,"PONTE RASA, RUA",NA,"",1204,"","12/02/2013 19:45",2,"CF",62,1552," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16490,"PONTE RASA, RUA",NA,"",0,"NULL",1,0,"PONTE RASA, RUA 1204 SAO PAULO SP",-23.514163,-46.4796715
"2424","D021301727",14330,"MURITIBA, AV BRA DE",NA,"",728,"","12/02/2013 20:18",2,"CO",55,2506," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14330,"MURITIBA, AV BRA DE",NA,"",51,"MANDAQUI",1,0,"MURITIBA, AV BRA DE 728 SAO PAULO SP",-23.6294015,-46.470594
"2425","D021300863",3813,"CAETANO ALVARES, AV ENG",NA,"",5000,"","12/02/2013 21:00",2,"CO",20,1323," "," ",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3813,"CAETANO ALVARES, AV ENG",NA,"",21,"CASA VERDE",1,0,"CAETANO ALVARES, AV ENG 5000 SAO PAULO SP",-23.4865638,-46.6400137
"2426","D021300268",10076,"JESUINO MACIEL, RUA DR",19179,"TRIUNFO, RUA BR DO",0,"","12/02/2013 21:00",2,"CO",27,1492,"B"," ",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10076,"JESUINO MACIEL, RUA DR",19179,"TRIUNFO, RUA BR DO",15,"CAMPO BELO",1,0,"JESUINO MACIEL, RUA DR SAO PAULO SP &  TRIUNFO, RUA BR DO SAO PAULO SP",-23.6241495,-46.6660284
"2427","D021301456",10025,"JAIME TORRES, AV",NA,"",833,"","12/02/2013 21:51",2,"CF",24,1557," "," ",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10025,"JAIME TORRES, AV",NA,"",65,"PONTE RASA",1,0,"JAIME TORRES, AV 833 SAO PAULO SP",-23.5158222,-46.505312
"2428","D021301623",17135,"RIO DAS PEDRAS, AV",NA,"",3556,"","12/02/2013 22:10",4,"AT",41,1453," "," ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17135,"RIO DAS PEDRAS, AV",NA,"",27,"CURSINO",1,0,"RIO DAS PEDRAS, AV 3556 SAO PAULO SP",-23.5812378,-46.498693
"2429","D021301071",11265,"JUVENTUS, RUA",NA,"",490,"","12/02/2013 22:24",2,"CO",18,908," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11265,"JUVENTUS, RUA",NA,"",54,"MOOCA",1,0,"JUVENTUS, RUA 490 SAO PAULO SP",-23.5713198,-46.590318
"2430","D021300906",1665,"ANTONIO DE COUROS, RUA",NA,"",335,"","12/02/2013 22:30",2,"SI",28,900023," "," ",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1665,"ANTONIO DE COUROS, RUA",NA,"",29,"FREGUESIA DO O",4,0,"ANTONIO DE COUROS, RUA 335 SAO PAULO SP",-23.4986312,-46.6889477
"2431","D021300791",14270,"MORVAN DIAS DE FIGUEIREDO, AV",NA,"",3000,"","12/02/2013 22:30",2,"QM",9,1327," "," ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29772,"MARGINAL DO RIO TIETE, AV",NA,"",0,"NULL",1,0,"MORVAN DIAS DE FIGUEIREDO, AV 3000 SAO PAULO SP",-23.5225182,-46.6022999
"2432","D021301748",23826,"CAETANO BASSO, RUA",NA,"",5,"","12/02/2013 22:45",2,"CO",66,941," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23826,"CAETANO BASSO, RUA",NA,"",38,"JACANA",1,0,"CAETANO BASSO, RUA 5 SAO PAULO SP",-23.5607764,-46.4891038
"2433","D021300592",9529,"ITAPECERICA, ES DE",NA,"",3914,"","12/02/2013 23:30",2,"QM",37,1755," "," ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9529,"ITAPECERICA, ES DE",NA,"",29,"FREGUESIA DO O",1,0,"ITAPECERICA, ES DE 3914 SAO PAULO SP",-23.5505199,-46.6333094
"2434","D021300350",5762,"DELAMARE, AV ALM",NA,"",1320,"","13/02/2013 02:00",2,"CT",95,680," "," ",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5762,"DELAMARE, AV ALM",NA,"",33,"IPIRANGA",1,0,"DELAMARE, AV ALM 1320 SAO PAULO SP",-23.6083837,-46.5913774
"2435","D021301013",68431,"MANOEL BOLIVAR, AV",NA,"",285,"","13/02/2013 04:00",2,"CH",74,594," "," ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68431,"MANOEL BOLIVAR, AV",NA,"",40,"JAGUARE",3,0,"MANOEL BOLIVAR, AV 285 SAO PAULO SP",-23.4578188,-46.6995235
"2436","D021300734",38890,"ONOFRIO MILANO, AV",NA,"",506,"","13/02/2013 05:44",2,"CH",93,297," "," ",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38890,"ONOFRIO MILANO, AV",NA,"",13,"CACHOEIRINHA",3,0,"ONOFRIO MILANO, AV 506 SAO PAULO SP",-23.5451378,-46.7402185
"2437","D021301492",79543,"CORNELIO DE ARZAO, RUA",NA,"",406,"","13/02/2013 06:54",2,"CO",50,1914," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79543,"CORNELIO DE ARZAO, RUA",NA,"",35,"ITAIM PAULISTA",1,0,"CORNELIO DE ARZAO, RUA 406 SAO PAULO SP",-23.5171032,-46.39578
"2438","D021300532",18608,"TAJURAS, AV DOS",NA,"",104,"","13/02/2013 06:58",4,"AT",34,885," "," ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18608,"TAJURAS, AV DOS",NA,"",13,"CACHOEIRINHA",1,0,"TAJURAS, AV DOS 104 SAO PAULO SP",-23.5863901,-46.6966589
"2440","D021300812",20066,"ZILDA, RUA",30803,"ANTONIO VERA CRUZ, RUA",0,"","13/02/2013 07:30",2,"CO",13,1540," "," ",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20066,"ZILDA, RUA",30803,"ANTONIO VERA CRUZ, RUA",21,"CASA VERDE",1,0,"ZILDA, RUA SAO PAULO SP &  ANTONIO VERA CRUZ, RUA SAO PAULO SP",-23.4940166,-46.6617848
"2441","D021301172",24338,"LUIZ IGNACIO ANHAIA MELLO, AV PROF",NA,"",1200,"","13/02/2013 07:37",2,"QD",56,914," "," ",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24338,"LUIZ IGNACIO ANHAIA MELLO, AV PROF",NA,"",26,"CONSOLACAO",1,0,"LUIZ IGNACIO ANHAIA MELLO, AV PROF 1200 SAO PAULO SP",-23.5850952,-46.5819451
"2442","D021301507",17820,"TITO, AV MAL",NA,"",2813,"","13/02/2013 07:45",4,"AT",59,614," "," ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17820,"TITO, AV MAL",NA,"",53,"MOEMA",2,0,"TITO, AV MAL 2813 SAO PAULO SP",-23.4938168,-46.4184953
"2443","D021301329",19230,"NOVA DO TUPAROQUERA, RUA",NA,"",500,"","13/02/2013 08:00",2,"QM",92,1506," "," ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19230,"NOVA DO TUPAROQUERA, RUA",NA,"",32,"IGUATEMI",1,0,"NOVA DO TUPAROQUERA, RUA 500 SAO PAULO SP",-23.6606833,-46.7400686
"2444","D021300221",17455,"ROSAS, RUA DAS",12242,"LUIS GOIS, RUA",0,"","13/02/2013 08:20",2,"QD",16,1937," "," ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12242,"LUIS GOIS, RUA",19774,"VIOLETAS, RUA DAS",79,"SAUDE",1,0,"ROSAS, RUA DAS SAO PAULO SP &  LUIS GOIS, RUA SAO PAULO SP",-23.6072821,-46.6401389
"2445","D021301491",17820,"TITO, AV MAL",NA,"",6437,"","13/02/2013 08:40",2,"CF",50,1863," "," ",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17820,"TITO, AV MAL",NA,"",53,"MOEMA",1,0,"TITO, AV MAL 6437 SAO PAULO SP",-23.490774,-46.3863811
"2446","D021301675",36318,"OSVALDO PUCCI, AV",36428,"FRANCISCO TRANCHESI, AV",0,"","13/02/2013 08:50",2,"CO",53,458," "," ",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36318,"OSVALDO PUCCI, AV",36428,"FRANCISCO TRANCHESI, AV",NA,"",1,0,"OSVALDO PUCCI, AV SAO PAULO SP &  FRANCISCO TRANCHESI, AV SAO PAULO SP",-23.567444,-46.4632265
"2447","D021300269",31498,"ROBERTO MARINHO - ANT AGUA ESP, AV JORN",19931,"WASHINGTON LUIS, AV",0,"","13/02/2013 09:25",2,"CO",27,1501," "," ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19931,"WASHINGTON LUIS, AV",31498,"ROBERTO MARINHO - ANT AGUA ESP, AV JORN",15,"CAMPO BELO",1,0,"ROBERTO MARINHO - ANT AGUA ESP, AV JORN SAO PAULO SP &  WASHINGTON LUIS, AV SAO PAULO SP",-23.5505199,-46.6333094
"2448","D021301173",24338,"LUIZ IGNACIO ANHAIA MELLO, AV PROF",NA,"",1201,"","13/02/2013 09:30",2,"CO",56,919," "," ",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24338,"LUIZ IGNACIO ANHAIA MELLO, AV PROF",NA,"",26,"CONSOLACAO",1,0,"LUIZ IGNACIO ANHAIA MELLO, AV PROF 1201 SAO PAULO SP",-23.5862066,-46.5897253
